"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"713","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","23","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","90175","-","0","191","512,1,1","256,1,1","0","0"
"714","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","24","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","215774","-","0","191","32,4,6","256,1,1","0","0"
"715","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","25","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","41504","-","0","191","512,1,1","256,1,1","0","0"
"716","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","26","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","209310","-","0","191","32,4,6","256,1,1","0","0"
"717","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","27","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","540028","-","0","190","32,4,5","128,1,1","0","0"
"718","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","28","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","97183","-","0","191","512,1,1","256,1,1","0","0"
"719","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","29","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","201215","-","0","191","32,4,6","256,1,1","0","0"
"720","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","30","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","11008","-","0","191","512,1,1","256,1,1","0","0"
"721","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","31","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","184895","-","0","191","32,4,6","256,1,1","0","0"
"722","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","32","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","531164","-","0","190","32,4,5","128,1,1","0","0"
"723","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","33","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","98751","-","0","191","512,1,1","256,1,1","0","0"
"724","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","34","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","232990","-","0","191","32,4,6","256,1,1","0","0"
"725","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","35","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","38400","-","0","191","512,1,1","256,1,1","0","0"
"726","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","36","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","173950","-","0","191","32,4,6","256,1,1","0","0"
"727","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","37","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","546556","-","0","190","32,4,5","128,1,1","0","0"
"728","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","38","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","106943","-","0","191","512,1,1","256,1,1","0","0"
"729","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","39","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","234622","-","0","191","32,4,6","256,1,1","0","0"
"730","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","40","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","31967","-","0","191","512,1,1","256,1,1","0","0"
"731","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","41","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","192158","-","0","191","32,4,6","256,1,1","0","0"
"732","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","42","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","532091","-","0","190","32,4,5","128,1,1","0","0"
"733","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","43","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","94175","-","0","191","512,1,1","256,1,1","0","0"
"734","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","44","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","222110","-","0","191","32,4,6","256,1,1","0","0"
"735","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","45","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","54559","-","0","191","512,1,1","256,1,1","0","0"
"736","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","46","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","174303","-","0","191","32,4,6","256,1,1","0","0"
"737","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","47","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","559515","-","0","190","32,4,5","128,1,1","0","0"
"738","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","48","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","89663","-","0","191","512,1,1","256,1,1","0","0"
"739","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","49","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","240798","-","0","191","32,4,6","256,1,1","0","0"
"740","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","50","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","79680","-","0","191","512,1,1","256,1,1","0","0"
"741","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","51","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","170942","-","0","191","32,4,6","256,1,1","0","0"
"742","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","52","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","534427","-","0","190","32,4,5","128,1,1","0","0"
"743","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","53","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","112319","-","0","191","512,1,1","256,1,1","0","0"
"744","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","54","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","235454","-","0","191","32,4,6","256,1,1","0","0"
"745","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","55","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","27264","-","0","191","512,1,1","256,1,1","0","0"
"746","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","56","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","200734","-","0","191","32,4,6","256,1,1","0","0"
"747","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","57","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","543323","-","0","190","32,4,5","128,1,1","0","0"
"748","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","58","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","81472","-","0","191","512,1,1","256,1,1","0","0"
"749","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","59","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","223135","-","0","191","32,4,6","256,1,1","0","0"
"750","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","60","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","38784","-","0","191","512,1,1","256,1,1","0","0"
"751","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","61","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","203230","-","0","191","32,4,6","256,1,1","0","0"
"752","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","62","LSTM","forward","volta_sgemm_128x64_nn","T=[(28,128,2048)],['float32']","536508","-","0","190","32,4,5","128,1,1","0","0"
"753","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","63","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","95167","-","0","191","512,1,1","256,1,1","0","0"
"754","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","64","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","268670","-","0","191","32,4,6","256,1,1","0","0"
"755","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","65","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","11808","-","0","191","512,1,1","256,1,1","0","0"
"756","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","66","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","108991","-","0","191","32,4,6","256,1,1","0","0"
"757","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","67","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","9088","-","0","191","512,1,1","256,1,1","0","0"
"758","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","68","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","106463","-","0","191","32,4,6","256,1,1","0","0"
"759","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","69","LSTM","forward","LSTM_elementWise_fp","T=[(28,128,2048)],['float32']","9760","-","0","191","512,1,1","256,1,1","0","0"
"760","236","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:70,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:63,/home/aditya/GNMTResearch/seq2seq/models/decoder.py:237","fprop","70","LSTM","forward","volta_sgemm_128x32_nn","T=[(28,128,2048)],['float32']","104831","-","0","191","32,4,6","256,1,1","0","0"
